epiweek,location_name,location,state,hosp-value,hosp-weekly_rate,body_temperature,braun_thermoscan,break_a_fever,bronchitis,cold_and_flu,cold_or_flu,cold_versus_flu,do_i_have_the_flu,duration_of_flu,ear_thermometer,early_flu_symptoms,fever_cough,fever_reducer,fevers,flu,flu_and_pregnancy,flu_complications,flu_contagious,flu_contagious_period,flu_cough,flu_duration,flu_fever,flu_headache,flu_in_children,flu_incubation,flu_medicine,flu_or_cold,flu_remedies,flu_report,flu_test,flu_treatment,flu_treatments,flu_versus_cold,high_fever,how_long_contagious,how_long_does_flu_last,how_long_does_the_flu_last,how_long_does_the_flu_last_,how_long_is_flu_contagious,how_long_is_the_flu_contagious,how_to_get_rid_of_the_flu,how_to_reduce_a_fever,how_to_treat_flu,how_to_treat_the_flu,human_temperature,i_have_the_flu,incubation_period_for_flu,incubation_period_for_the_flu,influenza,influenza_a,influenza_a_and_b,influenza_incubation_period,influenza_symptoms,influenza_type_a,is_flu_contagious,is_the_flu_contagious,low_body,medicine_for_flu,medicine_for_the_flu,normal_body,normal_body_temperature,oscillococcinum,over_the_counter_flu_medicine,pneumonia,reduce_fever,signs_of_flu,signs_of_the_flu,sinus,sinus_infections,symptoms_of_bronchitis,symptoms_of_flu,symptoms_of_pneumonia,symptoms_of_the_flu,taking_temperature,the_flu,the_flu_virus,thermoscan,treating_the_flu,treatment_for_flu,tussin,tussionex,type_a_influenza,upper_respiratory,walking_pneumonia,weather_march,what_to_do_if_you_have_the_flu,issue,lag,num_ili,num_patients,num_providers,num_age_0,num_age_1,num_age_2,num_age_3,num_age_4,num_age_5,wili,ili,season
202341,New Jersey,34,NJ,13,0.140477713,17,0,0,62,39,0,0,0,0,0,0,0,0,38,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,57,53,0,0,0,0,0,7,0,0,0,0,0,0,0,50,10,0,0,202446,57,980,27231,31,,,,,,,3.59884,3.59884,2023/2024
202342,New Jersey,34,NJ,33,0.356597271,18,0,0,52,33,0,0,0,0,0,0,0,0,42,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,0,0,0,35,0,0,0,56,0,0,0,0,0,0,7,0,0,0,0,0,0,0,38,11,22,0,202446,56,1042,29166,33,,,,,,,3.57265,3.57265,2023/2024
202343,New Jersey,34,NJ,44,0.475463028,15,0,0,62,25,0,0,0,0,0,0,0,0,59,12,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,6,9,24,0,37,0,0,0,59,0,0,0,0,0,0,8,0,0,0,0,0,0,0,39,13,0,0,202446,55,1022,28146,32,,,,,,,3.63107,3.63107,2023/2024
202344,New Jersey,34,NJ,26,0.280955426,14,0,0,73,39,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,58,0,0,0,32,0,0,7,0,0,0,0,0,0,0,39,10,0,0,202446,54,942,25624,31,,,,,,,3.67624,3.67624,2023/2024
202345,New Jersey,34,NJ,46,0.497074984,13,0,0,62,32,0,0,0,0,0,0,0,0,41,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,10,0,0,39,0,0,0,64,44,0,0,29,0,0,7,0,0,0,0,0,0,0,69,11,30,0,202446,53,1244,27564,33,,,,,,,4.51313,4.51313,2023/2024
202346,New Jersey,34,NJ,33,0.356597271,21,0,0,78,33,0,0,0,0,0,0,0,0,45,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,23,23,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,34,0,0,0,0,0,0,43,0,0,0,61,0,0,0,31,0,0,8,0,0,0,0,0,0,0,55,15,0,0,202446,52,1216,28348,31,,,,,,,4.28954,4.28954,2023/2024
202347,New Jersey,34,NJ,75,0.810448343,15,0,0,70,47,0,0,0,0,0,0,0,0,61,11,0,0,20,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,13,0,0,0,0,0,51,0,0,0,0,7,9,0,0,50,0,0,0,62,55,0,0,35,0,0,7,0,27,0,0,0,0,0,76,12,26,0,202446,51,1240,27461,33,,,,,,,4.51549,4.51549,2023/2024
202348,New Jersey,34,NJ,129,1.39397115,19,0,0,87,43,0,0,0,0,0,0,0,0,42,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,0,0,0,0,0,0,29,0,0,5,11,30,0,80,70,0,0,72,63,0,0,31,0,0,10,0,0,0,0,0,0,0,89,18,0,0,202446,50,1321,25579,33,,,,,,,5.16439,5.16439,2023/2024
202349,New Jersey,34,NJ,160,1.728956466,18,0,0,90,40,0,0,0,0,0,0,0,0,50,14,0,0,0,0,0,0,0,0,0,0,30,0,0,0,25,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,0,0,0,0,0,0,0,0,0,8,9,22,0,63,0,0,0,71,40,0,0,0,0,0,11,0,0,0,0,93,0,0,78,16,19,0,202446,49,1773,30942,33,,,,,,,5.73008,5.73008,2023/2024
202350,New Jersey,34,NJ,305,3.295823263,18,0,0,81,53,0,0,0,0,0,0,0,0,80,18,0,0,42,0,0,0,0,0,0,0,54,0,0,0,35,0,0,0,37,0,0,36,36,0,0,0,0,0,0,0,0,0,0,20,21,0,0,0,0,0,45,0,0,0,8,0,24,0,51,35,0,0,80,69,0,17,36,0,0,17,0,0,0,0,0,0,0,79,12,23,0,202446,48,1803,26745,32,,,,,,,6.74145,6.74145,2023/2024
202351,New Jersey,34,NJ,490,5.294929176,19,0,0,94,61,0,0,0,0,0,0,0,37,39,22,0,0,70,0,0,0,0,0,0,0,29,0,0,0,45,0,0,0,48,73,0,36,36,0,82,0,0,0,0,0,47,0,0,23,32,0,0,0,0,45,66,0,0,0,8,0,0,0,45,0,0,0,80,79,0,25,47,0,0,22,0,0,0,0,0,0,0,47,12,0,0,202446,47,2201,27345,30,,,,,,,8.049,8.049,2023/2024
202352,New Jersey,34,NJ,733,7.920781808,20,43,0,100,74,0,0,0,0,0,100,0,0,82,28,0,0,62,0,0,0,0,0,0,0,64,0,0,0,66,0,0,0,56,55,70,52,52,0,68,0,0,0,0,0,0,0,0,28,49,0,0,0,0,64,0,0,0,0,10,19,32,0,51,69,0,0,84,79,0,0,44,0,0,29,0,0,0,0,79,0,0,85,12,0,0,202446,46,2636,29883,32,,,,,,,8.82107,8.82107,2023/2024
202401,New Jersey,34,NJ,667,7.207587266,24,0,0,82,60,0,0,0,0,0,0,0,0,57,24,0,0,62,0,0,0,0,0,0,0,42,0,0,0,35,0,0,0,59,68,0,44,44,0,0,0,0,0,0,0,48,0,0,24,32,0,0,0,0,55,61,39,0,0,13,19,36,0,53,37,0,0,100,42,0,0,0,0,0,21,0,0,0,0,0,0,0,69,15,53,0,202446,45,2177,28534,31,,,,,,,7.62949,7.62949,2023/2024
202402,New Jersey,34,NJ,570,6.159407409,19,0,0,66,52,0,0,0,0,0,0,0,0,57,18,0,0,43,0,0,0,0,0,0,0,49,0,0,0,42,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,0,0,0,0,48,0,0,0,0,10,15,42,0,41,0,0,0,85,68,0,23,0,0,0,17,0,0,0,0,0,0,0,52,13,75,0,202446,44,1843,28387,32,,,,,,,6.49241,6.49241,2023/2024
202403,New Jersey,34,NJ,441,4.765436258,15,0,0,48,40,0,0,0,0,0,0,0,0,57,14,0,0,31,0,0,0,0,0,0,0,40,0,0,0,29,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,22,0,0,0,0,0,0,0,0,0,5,0,25,0,36,0,0,0,68,71,0,19,0,0,0,12,0,0,0,0,0,0,0,35,13,57,0,202446,43,1495,26870,33,,,,,,,5.56383,5.56383,2023/2024
202404,New Jersey,34,NJ,346,3.738868357,17,0,0,57,41,0,0,0,0,0,0,0,0,54,13,0,0,22,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,31,0,0,34,35,0,0,0,0,0,0,0,0,0,0,15,16,0,0,0,0,0,0,0,0,0,8,0,0,0,41,0,0,0,68,56,0,0,43,0,0,13,0,0,0,0,0,0,0,31,11,57,0,202446,42,1510,29105,33,,,,,,,5.18811,5.18811,2023/2024
202405,New Jersey,34,NJ,331,3.576778688,14,0,0,40,32,0,0,0,0,0,0,0,0,61,12,0,0,30,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,20,27,0,0,0,0,0,0,0,0,0,7,10,28,0,32,0,0,0,65,0,0,0,32,0,0,13,0,0,0,0,0,0,0,35,5,66,0,202446,41,1616,27931,32,,,,,,,5.78569,5.78569,2023/2024
202406,New Jersey,34,NJ,323,3.490330865,16,0,0,48,39,0,0,0,0,0,0,0,0,60,14,0,0,26,0,0,0,0,0,0,0,31,0,0,0,30,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,0,0,0,0,0,37,0,0,0,6,0,24,0,32,0,0,0,72,70,0,0,0,0,0,12,0,0,0,0,0,0,0,72,5,70,0,202446,40,1677,28866,32,,,,,,,5.8096,5.8096,2023/2024
202407,New Jersey,34,NJ,370,3.998211827,12,0,0,55,33,0,0,0,0,0,0,0,0,51,13,0,0,24,0,0,0,0,0,0,0,39,100,0,0,30,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,67,59,0,0,0,0,0,14,0,0,0,0,0,0,0,67,10,74,0,202446,39,1439,27622,33,,,,,,,5.20962,5.20962,2023/2024
202408,New Jersey,34,NJ,297,3.209375439,13,0,0,52,50,0,0,0,0,0,0,0,0,67,15,0,0,43,0,0,0,0,0,0,0,28,0,0,0,27,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,0,0,0,0,0,0,0,0,0,7,0,0,0,32,0,0,0,78,73,0,0,0,0,0,15,0,0,0,0,0,0,0,60,7,82,0,202446,38,1581,27889,31,,,,,,,5.6689,5.6689,2023/2024
202409,New Jersey,34,NJ,343,3.706450423,17,0,0,52,31,0,0,0,0,0,0,0,0,57,14,0,0,39,0,0,0,0,0,0,0,42,0,0,0,31,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,32,0,0,0,0,0,0,0,0,0,7,0,0,0,35,36,0,0,73,51,0,0,0,0,0,14,0,0,0,0,0,0,0,46,9,97,0,202446,37,1628,28566,31,,,,,,,5.69908,5.69908,2023/2024
202410,New Jersey,34,NJ,272,2.939225992,11,0,0,47,26,0,0,0,0,0,0,0,0,54,12,0,0,28,0,0,0,0,0,0,0,28,0,0,0,21,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,55,0,0,20,14,0,0,0,0,0,39,0,0,0,0,0,0,0,32,0,0,0,61,56,65,0,0,0,0,13,0,0,0,0,0,0,0,34,6,75,0,202446,36,1563,27681,31,,,,,,,5.64647,5.64647,2023/2024
202411,New Jersey,34,NJ,222,2.398927096,14,0,0,48,24,0,0,0,0,0,0,0,0,69,9,0,0,20,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,0,0,0,0,0,0,0,0,0,8,11,0,0,32,0,0,0,63,48,0,0,0,0,0,8,0,0,0,0,0,0,0,30,7,68,0,202446,35,1390,27889,32,,,,,,,4.98404,4.98404,2023/2024
202412,New Jersey,34,NJ,181,1.955882002,20,0,0,45,26,0,0,0,0,0,0,0,0,53,9,0,0,20,0,0,0,0,0,0,0,32,0,0,0,16,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,0,0,0,0,0,0,0,0,0,8,12,0,0,32,0,0,0,64,81,0,0,0,0,0,10,0,0,0,0,0,0,0,35,9,52,0,202446,34,1413,27854,32,,,,,,,5.07288,5.07288,2023/2024
202413,New Jersey,34,NJ,188,2.031523847,16,0,0,50,28,0,0,0,0,0,0,0,0,90,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,41,0,0,8,0,0,0,31,49,0,0,59,0,0,0,0,0,0,8,0,0,0,0,0,0,0,43,6,21,0,202446,33,1274,27566,31,,,,,,,4.62164,4.62164,2023/2024
202414,New Jersey,34,NJ,168,1.815404289,10,0,0,46,25,0,0,0,0,0,0,0,0,40,11,0,0,19,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,57,0,0,0,0,0,0,9,0,0,0,0,0,0,0,49,5,0,0,202446,32,1204,25516,30,,,,,,,4.71861,4.71861,2023/2024
202415,New Jersey,34,NJ,130,1.404777128,12,0,63,37,27,0,0,0,0,0,0,0,0,44,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0,0,0,0,0,0,0,0,0,5,0,0,0,25,0,0,0,59,67,0,0,0,0,0,5,0,0,0,0,0,0,0,34,0,0,0,202446,31,1055,28293,32,,,,,,,3.72884,3.72884,2023/2024
202416,New Jersey,34,NJ,110,1.18865757,17,0,0,44,24,0,0,0,0,0,0,0,0,64,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,8,17,0,0,29,0,0,0,53,38,0,0,0,0,0,5,0,0,0,0,0,0,0,41,7,0,100,202446,30,925,27545,30,,,,,,,3.35814,3.35814,2023/2024
202417,New Jersey,34,NJ,89,0.961732034,13,0,0,39,34,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,60,0,0,0,0,0,0,4,0,0,0,0,0,0,0,44,7,0,0,202446,29,911,28086,30,,,,,,,3.24361,3.24361,2023/2024
202206,New Mexico,35,NM,7,0.333320794,26,0,0,23,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202339,85,414,17783,38,,,,,,,2.32807,2.32807,2021/2022
202207,New Mexico,35,NM,7,0.333320794,31,0,0,30,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,47,0,0,0,62,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,202339,84,251,11617,38,,,,,,,2.16063,2.16063,2021/2022
202208,New Mexico,35,NM,5,0.238086282,23,0,0,28,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,65,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,100,0,202339,83,399,19312,40,,,,,,,2.06607,2.06607,2021/2022
202209,New Mexico,35,NM,6,0.285703538,0,0,0,37,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,69,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,202339,82,475,20879,42,,,,,,,2.27501,2.27501,2021/2022
202210,New Mexico,35,NM,7,0.333320794,0,0,0,36,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202339,81,541,20526,41,,,,,,,2.63568,2.63568,2021/2022
202211,New Mexico,35,NM,16,0.761876101,26,0,0,43,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,61,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,202339,80,639,20222,38,,,,,,,3.15992,3.15992,2021/2022
202212,New Mexico,35,NM,37,1.761838483,0,0,0,55,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,29,0,0,0,67,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,202339,79,743,20948,40,,,,,,,3.54688,3.54688,2021/2022
202213,New Mexico,35,NM,41,1.952307508,19,0,0,33,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,74,0,0,59,0,0,0,0,0,36,0,0,0,86,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,202339,78,772,20990,37,,,,,,,3.67794,3.67794,2021/2022
202214,New Mexico,35,NM,44,2.095159277,21,0,0,39,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,39,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,71,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,202339,77,952,21970,40,,,,,,,4.33318,4.33318,2021/2022
202215,New Mexico,35,NM,29,1.380900433,0,0,0,46,64,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,41,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,75,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,202339,76,1082,21871,40,,,,,,,4.94719,4.94719,2021/2022
202216,New Mexico,35,NM,43,2.047542021,32,0,0,31,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,73,0,79,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,202339,75,1238,21002,37,,,,,,,5.89468,5.89468,2021/2022
202217,New Mexico,35,NM,52,2.476097328,0,0,0,39,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,66,0,0,0,0,0,0,9,0,0,61,0,0,0,0,0,0,0,0,202339,74,1258,22840,40,,,,,,,5.50788,5.50788,2021/2022
202218,New Mexico,35,NM,72,3.428442454,29,0,0,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,51,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,79,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,202339,73,1255,22439,37,,,,,,,5.59294,5.59294,2021/2022
202219,New Mexico,35,NM,38,1.80945574,0,0,0,44,60,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,73,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,202339,72,1122,22428,39,,,,,,,5.00268,5.00268,2021/2022
202220,New Mexico,35,NM,65,3.09512166,24,0,0,33,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,46,0,0,0,0,0,0,88,0,0,0,0,0,0,41,0,0,0,65,0,0,0,0,0,0,7,0,0,0,0,0,0,0,41,0,0,0,202339,71,1048,22473,36,,,,,,,4.66337,4.66337,2021/2022
202221,New Mexico,35,NM,53,2.523714584,22,0,0,39,56,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,71,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,202339,70,1000,21151,36,,,,,,,4.72791,4.72791,offseason
202222,New Mexico,35,NM,55,2.618949097,0,0,0,38,58,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,68,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,202339,69,883,21893,37,,,,,,,4.03325,4.03325,offseason
202223,New Mexico,35,NM,31,1.476134945,0,0,0,26,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,56,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,202339,68,813,22031,37,,,,,,,3.69025,3.69025,offseason
202224,New Mexico,35,NM,17,0.809493357,0,0,0,21,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,57,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,202339,67,674,20800,35,,,,,,,3.24038,3.24038,offseason
202225,New Mexico,35,NM,7,0.333320794,0,0,0,24,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,63,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,202339,66,557,19794,36,,,,,,,2.81398,2.81398,offseason
202226,New Mexico,35,NM,15,0.714258845,0,0,0,21,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202339,65,615,20258,36,,,,,,,3.03584,3.03584,offseason
202227,New Mexico,35,NM,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202339,64,608,20790,37,,,,,,,2.92448,2.92448,offseason
202228,New Mexico,35,NM,6,0.285703538,0,0,0,28,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,43,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,42,0,0,202339,63,671,21117,35,,,,,,,3.17753,3.17753,offseason
202229,New Mexico,35,NM,5,0.238086282,0,0,0,20,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202339,62,647,21956,37,,,,,,,2.9468,2.9468,offseason
202230,New Mexico,35,NM,3,0.142851769,22,0,0,23,59,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202339,61,583,21317,36,,,,,,,2.73491,2.73491,offseason
202231,New Mexico,35,NM,2,0.095234513,0,0,0,31,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202339,60,496,21312,36,,,,,,,2.32733,2.32733,offseason
202232,New Mexico,35,NM,11,0.523789819,26,0,0,27,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,55,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,202339,59,583,21512,35,,,,,,,2.71012,2.71012,offseason
202233,New Mexico,35,NM,6,0.285703538,30,0,0,39,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,52,0,0,0,0,0,0,5,0,0,0,0,0,0,0,42,0,0,0,202339,58,752,22393,34,,,,,,,3.35819,3.35819,offseason
